station_cd1,station_cd2
9980511,9980512
9980601,9980602
9980602,9980603
9980603,9980604
9980604,9980605
9980605,9980606
9980606,9980607
9980607,9980608
9980608,9980609
9980609,9980610
9980701,9980702
9980702,9980703
9980703,9980704
9980704,9980705
9980705,9980706
9980706,9980707
9980707,9980708
9980708,9980709
9980709,9980710
9980710,9980711
9980711,9980712
9980712,9980713
9980713,9980714
9980714,9980715
9980801,9980802
9980802,9980803
9980803,9980804
9980804,9980805
9980805,9980806
9980806,9980807
9980807,9980808
9980808,9980809
9980809,9980810
9980810,9980811
9980811,9980812
9980812,9980813
9980813,9980814
9980814,9980815
9980815,9980816
9980816,9980817
9980817,9980818
9980818,9980819
9980819,9980820
9980820,9980821
9980821,9980802
9980901,9980902
9980902,9980903
9980903,9980904
9980904,9980905
9980905,9980906
9980906,9980907
9980907,9980908
9980908,9980909
9980909,9980910
9980910,9980911
9980911,9980912
9980912,9980913
9980913,9980914
9980914,9980915
9980915,9980916
9980916,9980917
9980917,9980918
9980918,9980919
9980919,9980920
9980920,9980921
9980921,9980902
9981001,9981002
9981002,9981003
9981003,9981004
9981004,9981005
9981005,9981006
9981006,9981007
9981007,9981008
9981008,9981009
9981009,9981010
9981010,9981011
9981101,9981102
9981102,9981103
9981103,9981104
9981104,9981105
9981105,9981106
9981106,9981107
9981107,9981108
9981108,9981109
9981109,9981110
9981110,9981111
9981111,9981112
9981112,9981113
9981201,9981202
9981202,9981203
9981203,9981204
9981204,9981205
9981205,9981206
9981206,9981216
9981401,9981402
9981402,9981403
9981403,9981404
9981404,9981405
9981405,9981406
9981406,9981407
9981407,9981408
9981408,9981409
9981409,9981410
9981410,9981411
9981411,9981412
9981412,9981413
9981413,9981414
9981414,9981415
9981501,9981502
9981502,9981503
9981503,9981504
9981504,9981505
9981505,9981506
9981506,9981507
9981507,9981508
9981601,9981602
9981602,9981603
9981603,9981604
9981604,9981605
9981605,9981606
9981606,9981607
9981607,9981608
9981608,9981609
9981609,9981610
9981610,9981611
9981611,9981612
9981612,9981613
9981613,9981614
9981614,9981615
9981615,9981616
9981616,9981617
9981617,9981618
9981618,9981619
9981619,9981620
9981701,9981702
9981702,9981703
9981703,9981704
9981704,9981705
9981705,9981706
9981706,9981707
9981707,9981708
9981708,9981709
9981709,9981710
9981710,9981711
9981711,9981712
9981712,9981713
9981713,9981714
9981714,9981715
9981715,9981716
9981716,9981717
9981717,9981718
9981718,9981719
9981719,9981720
9981720,9981721
9981721,9981722
9981722,9981723
9981723,9981724
9981724,9981725
9981725,9981726
9981726,9981727
9981727,9981728
9981728,9981729
9981729,9981730
9981730,9981731
9981731,9981732
9981732,9981733
9981801,9981802
9981802,9981803
9981803,9981804
9981804,9981805
9981805,9981806
9981806,9981807
9981807,9981808
9981808,9981809
9981809,9981810
9981810,9981811
9981811,9981812
9981812,9981813
9981813,9981814
9981814,9981815
9981815,9981816
9981816,9981817
9981817,9981818
9981818,9981819
9981819,9981820
9981820,9981821
9981821,9981822
9981822,9981823
9981823,9981824
9981824,9981825
9981825,9981826
9981826,9981827
9981827,9981828
9981828,9981829
9981829,9981834
9981830,9981831
9981831,9981832
9981832,9981833
9981834,9981830
9981901,9981902
9981902,9981903
9981903,9981904
9981904,9981905
9981905,9981906
9981906,9981907
9981907,9981908
9981908,9981909
9981909,9981910
9981910,9981911
9990101,9990102
9990102,9990103
9990103,9990104
9990104,9990105
9990105,9990106
9990106,9990107
9990107,9990108
9990108,9990109
9990109,9990110
9990110,9990111
9990201,9990202
9990202,9990203
9990203,9990204
9990204,9990205
9990205,9990206
9990206,9990207
9990207,9990208
9990208,9990209
9990209,9990210
9990210,9990211
9990211,9990212
9990212,9990213
9990213,9990214
9990214,9990215
9990301,9990302
9990302,9990303
9990303,9990304
9990304,9990305
9990305,9990306
9990401,9990402
9990402,9990403
9990403,9990404
9990404,9990405
9990405,9990406
9990406,9990407
9990407,9990408
9990408,9990409
9990409,9990410
9990410,9990411
9990411,9990412
9990412,9990413
9990413,9990414
9990414,9990415
9990415,9990417
9990417,9990416
9990501,9990502
9990502,9990503
9990503,9990504
9990504,9990505
9990505,9990506
9990506,9990507
9990507,9990508
9990508,9990509
9990509,9990510
9990510,9990511
9990511,9990512
9990512,9990513
9990601,9990602
9990602,9990603
9990603,9990604
9990604,9990605
9990605,9990606
9990606,9990607
9990701,9990702
9990702,9990703
9990703,9990704
9990704,9990705
9990705,9990706
9990706,9990707
9990707,9990708
9990708,9990709
9990709,9990710
9990710,9990711
9990711,9990712
9990712,9990713
9990713,9990714
9990714,9990715
9990715,9990716
9990801,9990802
9990802,9990803
9990803,9990804
9990804,9990805
9990805,9990806
9990806,9990807
9990807,9990808
9990808,9990809
9990809,9990810
9990810,9990811
9990811,9990812
9990812,9990813
9990901,9990902
9990902,9990903
9990903,9990904
9990904,9990905
9990905,9990906
9990906,9990907
9990907,9990908
9990908,9990909
9990909,9990910
9990910,9990911
9990911,9990912
9990912,9990913
9990913,9990914
9990914,9990915
9990915,9990916
9990916,9990917
9990917,9990918
9990918,9990919
9990919,9990920
9990920,9990921
9991001,9991002
9991002,9991003
9991003,9991004
9991004,9991005
9991005,9991006
9991006,9991007
9991007,9991008
9991008,9991009
9991009,9991010
9991010,9991011
9991101,9991102
9991102,9991103
9991103,9991104
9991104,9991105
9991105,9991106
9991106,9991107
9991107,9991108
9991108,9991109
9991109,9991110
9991110,9991111
9991111,9991112
9991112,9991113
9991113,9991114
9991114,9991115
9991115,9991116
9991116,9991117
9991117,9991118
9991118,9991119
9991119,9991120
9991120,9991121
9991121,9991122
9991122,9991123
9991123,9991124
9991124,9991125
9991125,9991126
9991126,9991127
9991127,9991128
9991128,9991129
9991129,9991130
9991130,9991131
9991131,9991132
9991132,9991133
9991133,9991134
9991134,9991135
9991135,9991136
9991136,9991137
9991137,9991138
9991138,9991139
9991139,9991140
9991140,9991141
9991141,9991142
9991142,9991143
9991143,9991144
9991144,9991145
9991145,9991146
9991146,9991147
9991201,9991202
9991202,9991203
9991203,9991204
9991204,9991205
9991205,9991206
9991206,9991207
9991207,9991208
9991208,9991209
9991209,9991210
9991210,9991211
9991211,9991212
9991212,9991213
9991213,9991214
9991214,9991215
9991215,9991216
9991216,9991217
9991217,9991218
9991218,9991219
9991219,9991220
9991220,9991221
9991221,9991222
9991222,9991223
9991223,9991224
9991301,9991302
9991302,9991303
9991303,9991304
9991304,9991305
9991305,9991306
9991306,9991307
9991307,9991308
9991308,9991309
9991309,9991310
9991310,9991311
9991311,9991312
9991312,9991313
9991313,9991314
9991314,9991315
9991315,9991316
9991316,9991317
9991317,9991318
9991318,9991319
9991319,9991320
9991320,9991321
9991321,9991322
9991322,9991323
9991323,9991324
9991324,9991325
9991325,9991326
9991401,9991402
9991402,9991403
9991403,9991404
9991404,9991405
9991405,9991406
9991406,9991407
9991407,9991408
9991408,9991409
9991409,9991410
9991410,9991411
9991411,9991412
9991412,9991413
9991413,9991414
9991414,9991415
9991415,9991416
9991416,9991417
9991417,9991418
9991418,9991419
9991419,9991420
9991420,9991421
9991421,9991422
9991422,9991423
9991423,9991424
9991501,9991502
9991502,9991503
9991503,9991504
9991504,9991505
9991505,9991506
9991506,9991511
9991508,9991509
9991509,9991510
9991511,9991508
9991601,9991602
9991602,9991603
9991603,9991604
9991604,9991605
9991605,9991606
9991606,9991613
9991607,9991608
9991608,9991609
9991609,9991610
9991610,9991611
9991611,9991612
9991613,9991607
9991701,9991702
9991702,9991703
9991703,9991704
9991704,9991705
9991705,9991706
9991706,9991707
9991707,9991708
9991708,9991709
9991709,9991710
9991710,9991711
9991711,9991712
9991712,9991713
9991801,9991802
9991802,9991803
9991803,9991804
9991804,9991805
9991805,9991806
9991901,9991902
9991902,9991903
9991903,9991904
9991904,9991905
9991905,9991906
9991906,9991907
9991907,9991910
9991908,9991909
9991910,9991908
9992001,9992002
9992002,9992003
9992003,9992004
9992004,9992005
9992005,9992006
9992006,9992007
9992007,9992008
9992008,9992009
9992009,9992010
9992010,9992011
9992011,9992012
9992012,9992013
9992013,9992014
9992101,9992102
9992102,9992103
9992103,9992104
9992104,9992105
9992105,9992106
9992106,9992107
9992107,9992108
9992108,9992109
9992109,9992110
9992110,9992111
9992111,9992112
9992112,9992113
9992113,9992114
9992114,9992115
9992115,9992116
9992116,9992117
9992117,9992118
9992118,9992119
9992119,9992120
9992120,9992121
9992121,9992122
9992122,9992123
9992123,9992124
9992124,9992125
9992125,9992126
9992126,9992127
9992127,9992128
9992201,9992202
9992202,9992203
9992203,9992204
9992204,9992205
9992205,9992206
9992206,9992207
9992207,9992208
9992208,9992209
9992209,9992210
9992210,9992211
9992211,9992212
9992212,9992213
9992213,9992214
9992214,9992215
9992215,9992216
9992216,9992217
9992217,9992218
9992218,9992219
9992219,9992220
9992220,9992221
9992221,9992222
9992222,9992223
9992223,9992224
9992224,9992225
9992225,9992226
9992301,9992302
9992302,9992303
9992303,9992304
9992304,9992305
9992305,9992306
9992306,9992307
9992307,9992308
9992308,9992309
9992309,9992310
9992310,9992311
9992311,9992312
9992312,9992313
9992313,9992314
9992314,9992315
9992315,9992316
9992316,9992317
9992317,9992318
9992318,9992319
9992319,9992320
9992320,9992321
9992321,9992322
9992322,9992323
9992323,9992324
9992324,9992325
9992325,9992326
9992326,9992327
9992327,9992328
9992501,9992502
9992502,9992503
9992503,9992504
9992504,9992505
9992505,9992506
9992506,9992507
9992507,9992508
9992508,9992509
9992509,9992510
9992510,9992511
9992511,9992512
9992512,9992513
9992513,9992514
9992514,9992515
9992515,9992516
9992516,9992525
9992517,9992518
9992518,9992519
9992519,9992520
9992520,9992521
9992521,9992522
9992522,9992523
9992523,9992524
9992525,9992517
9992601,9992602
9992602,9992603
9992603,9992604
9992604,9992605
9992605,9992606
9992606,9992607
9992607,9992608
9992608,9992609
9992609,9992610
9992610,9992611
9992611,9992612
9992612,9992613
9992613,9992614
9992614,9992615
9992615,9992616
9992616,9992617
9992617,9992618
9992618,9992619
9992619,9992620
9992701,9992702
9992702,9992703
9992703,9992704
9992704,9992705
9992705,9992706
9992706,9992707
9992707,9992708
9992708,9992709
9992709,9992710
9992710,9992711
9992711,9992712
9992712,9992713
9992713,9992714
9992714,9992715
9992715,9992716
9992716,9992717
9992717,9992718
9992718,9992719
9992801,9992802
9992802,9992803
9992803,9992804
9910732,9910731
9910731,9910730
9910730,9910729
9910729,9910728
9910728,9910727
9910727,9910726
9910726,9910725
9910725,9910724
9910724,9910723
9910723,9910722
9910722,9910721
9910721,9910720
9910720,9910719
9910719,9910718
9910718,9910717
9910717,9910716
9910716,9910715
9910715,9910714
9910714,9910713
9910713,9910712
9910712,9910711
9910711,9910710
9910710,9910709
9910709,9910708
9910708,9910707
9910707,9910706
9910706,9910705
9910705,9910704
9910704,9910703
9910703,9910702
1111633,9910732
9910702,1110714
1111312,1111313
1111313,1111314
1111314,1111315
1111315,1111316
1111316,1111317
1111317,1111318
1111318,1111319
1111319,1111320
1111320,1111321
1111214,1111215
1111215,1111216
1111216,1111217
1111217,1111218
1111218,1111219
1111219,1111220
1111220,1111221
1111221,1111222
1111222,1111223
1111223,1111224
1111224,1111225
1111225,1111226
1111226,1111227
1111227,1111228
1111228,1111229
1111229,1111230
1111230,1110601
1111012,1111011
1111011,1111010
1111010,1111009
1111009,1111008
1111008,1111007
1111806,1111909
1111909,1111908
1111908,1111907
1111907,1111906
1111906,1111905
1111905,1111904
1111904,1111903
1111903,1111902
1111902,1111901
1120518,1111803
1111803,1111804
1111804,1111805
1120825,1120824
1120824,1120823
1120823,1120822
1120822,1120821
1120821,1120820
1120820,1120819
1120819,1120818
1120818,1120817
1120817,1120816
1120816,1120815
1120815,1122421
1122421,1122422
1122422,1122423
1122421,1122420
1122420,1122419
1122419,1122418
1122418,1122417
1122417,1122416
1122416,1122415
1122415,1122414
1122414,1122413
1122413,1122412
1122412,1122411
1122411,1122410
1122410,1122409
1122409,1122408
1122408,1122407
1122407,1122406
9921201,9921202
9921202,9921203
9921203,9921204
9921204,9921205
9921205,9921206
9921206,9921207
9921207,9921208
9921208,9921209
9921209,9921210
9921210,9921211
9921211,9921212
9921212,9921213
9921213,9921214
9921214,9921215
9921215,9921216
9932217,9932216
9932216,9932215
9932215,9932214
9932214,9932213
9932213,9932212
9932212,9932211
9932211,9932210
9932210,9932209
9932209,9932208
9932208,9932207
9932207,9932206
9932206,9932205
9932205,9932204
9932204,9932203
9932203,9932202
9932202,9932201
9932201,9932308
1141636,9941102
9941102,9941103
9941103,9941104
9941104,9941105
9941105,9941106
9941106,9941107
9941107,9941108
9941616,9941617
9941617,9941618
3001809,9951903
9951903,9951904
9951904,9951905
9951905,9951906
9951906,9951907
3600410,3600411
3600411,3600412
3600412,3600413
3600413,3600414
3600414,3600415
3600415,3600416
9991224,9991225
9991225,9991226
9991226,9991227
9991227,9991228
9991228,9991229
9991229,9991230
9991230,9991231
9991231,9991232
9991232,9991233
9991233,9991234
9991234,9991235
9991235,9991236
9991236,9991237
9991237,9991238
9991238,9991239
9991239,9991240
9991240,9991241
9991241,9991242
9991242,9991243
9991243,9991244
3101901,3102729
1141919,9941808
3500112,3500301
1133314,1130107
1133314,1130810
1133314,1132801
1133314,1130712
1121450,9921001
9992208,9992310
1141522,1142102
9942001,9941901
1141301,1150210
1141301,3000101
9933701,1132605
9971208,9971020
9971208,9971311
1134201,1133701
1134201,1132324
1134201,1134101
1134201,1131816
3101001,3100914
1121407,1140610
9950518,9950618
9953208,3100408
1162303,1160721
2101108,9932818
3102744,3100901
3102744,3100548
9910607,9910507
2600801,2600322
1161519,1163518
9971211,9971017
1160502,1160119
9932518,9930813
9910503,9910603
1132108,1133302
1132108,1132303
1132108,1133210
1132108,1131903
1161601,1161524
1133217,1130219
9962408,9961914
1131103,1133304
1131103,1131211
1131103,1132104
1131103,1131310
1131103,1132806
1131103,1130208
1170618,1171413
1110902,1110502
9953227,3100427
9963101,9963006
9951714,9951419
1132502,1132402
9910602,9910502
1123166,1120801
1160703,1161820
1150904,1151101
1131221,2201201
9942702,1140312
9961207,9961301
1123028,1123137
9951309,9951607
3101403,3101303
1131408,1131333
9991313,9991412
9930214,2800309
3001801,9951802
1131214,1131307
1131214,2800401
1170217,1172212
1161002,1170302
1131202,1133221
1131202,1130223
9932924,1132009
3600301,3600123
2400133,2400301
3100420,9953220
9971405,9971105
9971405,9971005
9992601,9992501
1132323,1131815
1131906,1132201
1131906,1132804
1131906,1132119
1131906,1133201
1131906,1133301
1131906,1132306
9991506,9991606
9921601,1122703
2200204,2200128
9971206,9971313
9971206,9971022
1192113,1192004
9992216,9992318
1131131,1140239
1161215,1172415
3100419,9953219
1131227,1131107
1131227,1132817
1131227,1130325
1131227,1131501
1162903,1162509
1162903,1160303
1132819,1131105
1132819,1131301
1132819,1131220
3200801,3200742
2800909,2800204
1132901,1132710
1161511,1162204
9980906,9980818
9980906,9981006
9980906,9981108
3100601,9953101
2100901,2100324
9930302,2800918
9992222,9992324
9991411,9991314
9991405,9991605
9991405,9991505
1160720,1162302
1123138,1123029
2400704,2400104
2200117,2200501
3102527,3102018
1132427,1132532
2800607,2801007
9962203,9962106
9910611,9910511
9971008,9971408
9971008,9971108
1132811,1131413
9991201,1192213
9991201,1190527
1191006,1191101
1191006,1190214
3200715,9961601
1140401,1140321
1140401,1140524
2600701,2600303
9942212,9941314
1190205,1191401
1190205,1190604
3400103,3400203
3400103,3400325
1133308,1130804
9953211,3100411
1170131,1170701
9971501,9971601
9962406,9962306
3100604,9953104
9951001,1150234
2300606,9934009
3000813,3000901
1140403,9940212
9992226,9992328
9971312,9971207
9971312,9971021
2700501,2700147
9965208,9962413
9932401,2300141
9980815,9980909
9971310,9971019
9971310,9971209
9961911,9962303
1192702,1192802
1192702,1190730
2800513,2800211
2800513,2800316
9971413,9971113
9971413,9971505
9971413,9971222
9971413,9971605
9920929,1121111
9962210,9965211
1163312,9964405
1163312,1163401
9965301,9960814
9965301,9960907
1191428,1191313
1150219,9951101
1110601,1110335
1131415,1132701
9971225,9971116
1131805,2100133
9963301,9963215
1160113,1151111
2800321,2600103
9980101,1180430
9971009,9971409
9971009,9971109
2700205,9933607
9940513,9940613
9991306,9991419
1172001,1161014
1162209,1142201
3200140,3200501
3200140,3200301
1171426,1172030
1171426,1170735
1160816,1163201
9980814,9980910
1163010,1162201
1163010,1161514
1150406,9950101
1121301,9920501
1121301,1123185
1121301,1121101
9992326,9992224
9921324,1123136
1141110,9951123
1191301,1190318
1111922,1110101
2800811,9930115
9981415,9981501
2100204,2100501
9941311,9942209
9992606,9992506
2600209,2600601
2600209,2600109
1132618,1132403
1132618,1132503
1132006,2800502
9980912,9980812
9930915,9931808
9971603,9971503
1122301,1123156
1122301,1122101
3001308,3001406
9991308,9991417
9971115,9971224
9941312,9942210
9971216,9971511
9971216,9971012
9992502,9992602
2200503,2200603
9961113,9961008
9991326,9991510
1192803,1192703
9962501,9962101
1192701,1190729
1192701,1192801
9953226,3100426
1110342,1111501
1110342,1111401
1110342,1111601
1122308,1122231
2600212,2600112
1192101,1190507
1180326,1180111
9910510,9910610
9971419,9971611
3102717,9952801
3100412,9953212
1141547,9942501
3102528,3102019
1110102,1111921
1170101,1170501
1170101,1170333
1170101,1161642
1162307,1162401
2800114,2800914
9934101,2100908
2100601,2100213
1190607,1191404
1120601,9920607
1122816,1122501
1122816,1133846
1122816,1123114
9992312,9992210
1131337,1131409
9991420,9991305
1131224,1132818
1131224,1131106
1131224,2201001
2400123,2400401
1171401,1170318
1171401,1163425
9991011,9991101
9965204,9961903
1160901,1160821
1160901,1163501
1160901,1163301
9910519,9910619
1111301,1110338
3100417,9953217
9971418,9971610
3000136,3001501
3000136,3000801
2300410,2300501
2800111,2800314
2800111,2800210
1170307,1171310
1170307,9970501
9953206,3100406
2801003,2800603
1150701,1141113
3100610,9953110
9970101,1170404
9933501,1132719
9933501,1131431
9971612,9971420
1163122,1160919
9981733,9981904
9981733,9981801
1132210,1131709
1132210,1131801
1130221,1133219
9991410,9991315
9962111,9965210
1132802,1130106
1132802,1133313
1132802,1130809
1191336,1192337
1191336,1190643
1190501,1190316
1130511,1133206
9971604,9971504
1180610,1171006
1120217,1121017
1171424,1172028
9992315,9992213
1131327,1131406
1161101,1161020
1161101,1171602
1121612,9921101
1132812,1132703
9981009,9981111
3400211,3400701
2400125,1130321
3100425,9953225
1134104,1134204
3200601,3200137
9940201,1134225
2800520,2500105
9991501,9991601
9991501,9991401
1134236,1140423
9971025,9971203
9971025,9971316
3000119,3000512
1110906,1111001
1190227,1191606
1190227,1191701
1190206,1190605
1190206,1191402
9930217,9930112
1150239,1150301
1150239,1141601
1121901,1121609
1131506,1131601
1131506,1131704
1131506,2200808
9991424,9991301
1140437,1121401
1140437,1122628
9990607,3600401
2400106,2400608
1151201,1151010
9991414,9991311
1111701,1111642
9991608,9991322
1110138,1110401
1110138,1110201
1140704,1140308
1123031,1123140
3200906,3200706
3200906,3200104
9990301,9990210
1141444,1131150
3400213,9961501
2800602,2801002
3102305,3101601
3102305,3102012
1132907,9932315
2200201,2200125
1191811,1192201
1141008,1140430
9971416,9971608
1140729,9940205
9971508,9971219
9971508,9971410
9971508,9971110
9971309,9971018
9971309,9971210
1111910,1111806
9933103,9933201
2300601,2300101
1121619,1121720
1121619,1121802
1172116,1172302
9910617,9910517
1192102,1190508
1132705,2300611
1132705,2300143
1132705,1132814
3600112,3600201
1130501,1130320
3100607,9953107
1141644,1141555
2800313,9930211
3102721,3100801
1122701,1122515
1122701,1122601
1123176,1120901
1121920,1121412
9920601,9920518
1172115,1172301
1180110,1180325
1190350,1192412
1121318,9920701
9910613,9910513
9910509,9910609
9991316,9991409
3300120,3300301
9942201,9941316
1161722,1164101
9953202,3100402
9991307,9991418
9942211,9941313
1130114,1150501
9952114,9952202
9942005,9942123
9992603,9992503
2800806,2800407
2800806,9930405
1180739,1180821
1111503,1111603
3001520,3001601
1130524,1132610
1130524,1131330
9970205,9970301
3200128,3200201
9951403,9951801
9962107,9961808
9962107,9962003
2100111,2800601
2100111,2801001
3400809,3400322
2201004,2200803
2800910,2800613
2500201,2500128
3001419,3000150
2500301,2500123
1111202,1110314
9971226,9971117
1170304,1161004
3100405,9953205
1130210,2200702
1172029,1171425
1131225,1130503
1131905,1133202
1131905,1132305
1132302,1131902
9910109,9910308
9910109,9910207
9991001,1191809
9980911,9980813
9953103,3100603
1110701,1111015
1110701,1110618
9962310,3200103
9962310,3200705
1141551,1141801
1141551,1141701
3300612,3300707
9980401,9980303
9980401,9980203
1133235,1132803
1133235,1133310
1133235,1130105
1133235,1130701
1133235,1130806
9963501,9963206
1130819,1132821
1171701,1171632
1171701,1171446
1171701,1161115
2800213,2800115
1130104,1130301
1130104,1133231
9934015,2300608
9971001,9971101
9971001,9971301
9971001,9971401
3002009,3002101
3102201,3100316
1161236,1190201
1161236,1170238
9970602,9970702
1131404,1131322
1120701,1121314
1122918,9931509
9963201,9963102
9964001,9961510
9910506,9910606
2800608,2801008
2300207,2300301
2300207,2300604
2300207,9934001
2300207,2300110
9910504,9910604
9991408,9991317
1150818,1150901
1150818,1151001
9971212,9971515
9971212,9971016
1163901,1151041
1161113,1171630
1170332,1161641
1192403,1190343
1130601,1133234
1130218,2300602
1130218,1133216
1130218,9934201
1130218,1132002
1130218,2300102
1171716,1161130
1133225,1130227
9991323,9991607
1161201,1161128
1161201,1172401
3000519,3000601
9980806,9980918
1140516,1140942
1110917,1110317
1150104,1150519
9930701,2800901
1132017,1132720
1110219,1110301
1170410,9964414
9980820,9981106
9980820,9980904
9980820,9981004
1134001,1131923
2600408,2600206
1170303,1161003
2800301,2800503
9930207,2700101
1131304,1131217
9962208,9961915
1162923,1163001
9942003,9941903
1191403,1190606
9992608,9992508
9951620,3000609
1131331,1131407
1150134,1150201
1130228,1133226
9941002,9940802
1132205,2100121
3101401,3101301
1120825,9920801
3000142,3001301
1163121,1160917
1163121,1170901
1163121,1161001
1163121,1171517
1163121,1171301
1163121,1170301
3100602,9953102
1133312,1130808
1123030,1123139
1192401,1190341
1192401,1192301
9962305,9962108
9963740,9963801
9981402,1180802
9992215,9992317
1130401,1133232
2800212,2800514
2400118,2400201
3102103,3102401
2600208,2600108
9992605,9992505
1133401,1131925
1120110,1120301
1120625,9920715
9991422,9991303
1130207,1131311
9951408,9951705
2300607,9934013
9980914,9980810
3102526,3100201
3102526,3102017
1141214,9940318
1141214,1140301
1160916,1163120
9953222,3100422
1170801,1172101
1170801,1161224
1160522,1141510
1150101,1150401
1150101,1130121
1132815,1131112
1132815,1131232
1120266,1120501
1120266,1120120
1132511,1133001
3100539,9953114
3100539,3100614
1140703,1140307
3000137,3001502
1132711,1132902
9953221,3100421
9953223,3100423
3200502,3200139
1122127,1121635
1122127,1122001
1122127,1120201
9953109,3100609
1110327,1110514
2300109,2300603
2300109,2300206
1110501,1111101
1110501,1110434
1110501,1110901
3000117,3000301
9933911,9934401
3001701,3001814
3001701,3001518
1134111,9931201
9960106,9960201
3100424,9953224
9992316,9992214
9961809,9962405
2900108,2900302
9970701,9970601
1191706,1190808
9971221,9971412
9971221,9971112
9971221,9971506
1130101,1131201
1130101,1131101
1130101,1132809
1130101,1131401
1130101,1134301
1130101,1130801
1130101,1130224
1130101,1133222
1130101,1132601
1191506,9990306
1191506,1191414
1131901,1132301
1131901,1132001
1131901,1134302
1131901,1133218
1131901,1130220
1160120,1161401
1160120,1160201
1160120,1160501
1160120,1161801
1170419,1163410
1131904,1132304
1131904,1133316
1131904,1133205
9910516,9910616
1161228,1172118
3300701,9961108
9934006,2300605
1163701,1160704
1163701,1161821
1180302,1180228
9951601,3001506
9991416,9991309
9991504,9991604
9991504,9991404
1192001,1190920
1192001,1192116
9930303,2800917
2600416,2600308
1132906,9932316
1130805,1133309
1170319,1171403
1162901,1160213
9971609,9971417
1163004,1163221
2600415,2600307
9933708,1132101
9933708,1133307
9933708,1130201
9932301,1122917
9932301,1133801
1192002,1190919
1192002,1192115
1171631,1161114
2500147,9933901
9941801,1141920
3100701,3100217
3100701,3100328
3001001,3000918
1132813,2300142
1132813,2300610
1161640,1170331
9971415,9971607
1163119,1160915
1161415,1161501
3102101,3100510
9963309,9963402
9992607,9992507
2200801,2200719
3001401,1150806
2300201,9930220
9961812,9962309
1134229,1122738
1110919,1111201
1110919,1110315
2600110,2600210
3001503,3000138
1133501,1134207
1150233,1150801
1150233,1141101
2600710,2400107
1150708,9952501
1150708,1141608
3200401,3200114
1140422,1134235
3100415,9953215
9971509,9971218
9971509,9971010
9971509,9970901
2300126,2300401
2300126,9932901
2700115,2700301
3101402,3101302
9953112,3100612
9962011,9962510
1141140,1131153
1141140,1141201
9992313,9992211
1123032,1123142
9962006,9961811
1111502,1111602
2200601,2201108
9980701,9980610
9980701,9980501
1131305,1131216
1123174,1121001
9951310,9951409
9971102,9971302
9971102,9971402
9971102,9971002
1192501,9992101
1192501,1190349
9953106,3100606
1132012,1130519
9980801,9981216
9980801,9980901
9980801,9981001
9971406,9971006
9971406,9971106
1180129,9981601
9941309,9942207
1121201,9920507
1122801,1122935
1122801,1123001
1134102,1134202
2800109,2800410
9910608,9910508
3400108,3400403
9980301,9980201
9963602,9963210
2800616,2800913
2800616,2800804
9991511,9991613
1120240,1120401
9992321,9992219
9991318,9991407
3000602,3000520
9962607,9962701
9971602,9971502
1180822,1180740
1131708,2200202
1131708,2200126
9992314,9992212
2100301,2100230
9981011,9981113
1121460,1120228
3100526,3100214
9990601,9990505
9910615,9910515
2800621,9930117
9980802,9980902
9980802,9981002
9980802,9981206
9980802,9981104
1120220,1121117
3100323,3101801
1162801,1162626
9930601,2100237
9953209,3100409
1110610,1111418
1190701,1190660
2100701,2100126
1131231,1131111
1131933,1123101
9971315,9971024
9971315,9971204
2600201,9930301
2600201,2800919
9960606,9960701
1130216,1133214
1191426,1191311
3300113,3300201
1170828,1170201
1170828,1170145
3100101,3500211
9980917,9980608
9980917,9980807
2600418,2600310
9991415,9991310
1190203,1190602
9953203,3100403
1190811,1190230
1160708,1163601
9991603,9991503
9991603,9991403
9980811,9980913
1192003,1192114
1192901,1190739
9991304,9991421
1140101,1131139
9940807,9940901
1141901,1141546
1160214,1162310
1160214,1162902
1160214,1160301
9992209,9992311
9970502,1170306
9992218,9992320
2101208,2101101
2101208,2100248
1122304,1122401
9971103,9971003
9971103,9971303
9971103,9971403
9961404,9961801
9941902,9942002
9990401,1191413
9990401,9990215
1134121,1131918
1134121,1133901
1150109,1140201
1122913,1133916
3100608,9953108
1131430,1132718
9992225,9992327
9971510,9971011
9971510,9971217
9953214,3100414
9953210,3100410
9981005,9981107
9981005,9980819
9981005,9980905
2100203,2800813
1161019,1171601
1131803,2100708
1190412,1190755
3100416,9953216
1130620,1131110
1130620,1131230
1130620,1132816
1130620,1131701
9980302,9980202
1141512,1142224
9951609,9951411
3100613,9953113
3500108,3500206
9971227,9971118
3000826,3000701
1190512,1191801
3000807,3001101
3000135,3000802
9991509,9991325
1170110,1170601
1161235,1170237
1191205,1190311
1123124,1121601
1140702,1140306
1171629,1161112
1190101,1190812
1190101,1190231
1190101,1190301
9991324,9991508
9951710,9951612
2200901,2201005
2200901,2200721
1162802,3200202
1150226,1150601
1161005,1170305
3400326,3400101
3400326,3400201
9971119,9971228
3001519,3001901
1161619,1170401
9910206,9910307
9971213,9971015
9971213,9971514
1133223,1130225
9960301,9960112
1131219,1131302
1131219,1131104
1131219,1132820
1110802,1111727
1162701,1162614
9971027,9971201
9971027,9971318
1193001,1190756
1193001,1190411
1134119,2100801
1134119,2100312
9980908,9981110
9980908,9980816
9980908,9981008
1133105,1131420
1161230,1172201
9950719,9950801
9921107,1121908
1191814,9991147
1131218,1131303
9932501,1132506
1161301,1160802
3000133,3000804
